18,ESCOLA CLASSE 14 DE SOBRADINHO
23,ESCOLA CLASSE 14 DO GAMA
30,ESCOLA CLASSE 15 DE CEILANDIA
25,ESCOLA CLASSE 15 DE PLANALTINA
40,ESCOLA CLASSE 15 DE SOBRADINHO
13,ESCOLA CLASSE 15 DE TAGUATINGA
20,ESCOLA CLASSE 15 DO GAMA
34,Escola Classe 16 de Ceilândia
33,ESCOLA CLASSE 16 DE PLANALTINA
22,ESCOLA CLASSE 16 DE SOBRADINHO
17,ESCOLA CLASSE 16 DE TAGUATINGA
17,ESCOLA CLASSE 16 DO GAMA
20,ESCOLA CLASSE 17 DE CEILÂNDIA
17,ESCOLA CLASSE 17 DE SOBRADINHO
13,ESCOLA CLASSE 17 DE TAGUATINGA
16,ESCOLA CLASSE 17 DO GAMA
17,ESCOLA CLASSE 18 DE CEILÂNDIA
26,ESCOLA CLASSE 18 DE TAGUATINGA
22,ESCOLA CLASSE 18 DO GAMA
16,Escola Classe 19 de Ceilândia
20,ESCOLA CLASSE 19 DE TAGUATINGA
19,ESCOLA CLASSE 19 DO GAMA
16,ESCOLA CLASSE 20 DE CEILÂNDIA
36,ESCOLA CLASSE 203 DE SANTA MARIA
9,ESCOLA CLASSE 204 SUL
22,ESCOLA CLASSE 206 DE SANTA MARIA
12,ESCOLA CLASSE 206 SUL
11,ESCOLA CLASSE 209 SUL
22,ESCOLA CLASSE 21 DE CEILANDIA
13,ESCOLA CLASSE 21 DO GAMA
19,ESCOLA CLASSE 215 DE SANTA MARIA
25,ESCOLA CLASSE 218 DE SANTA MARIA
14,ESCOLA CLASSE 22 DE CEILÂNDIA
26,ESCOLA CLASSE 22 DO GAMA
19,ESCOLA CLASSE 24 DE CEILANDIA
32,ESCOLA CLASSE 25 DE CEILANDIA
12,ESCOLA CLASSE 26 DE CEILÂNDIA
11,ESCOLA CLASSE 27 DE CEILANDIA
31,ESCOLA CLASSE 27 DE TAGUATINGA
18,ESCOLA CLASSE 28 DE CEILANDIA
15,ESCOLA CLASSE 28 DO GAMA
13,ESCOLA CLASSE 29 DE CEILANDIA
10,ESCOLA CLASSE 29 DE TAGUATINGA
26,ESCOLA CLASSE 29 DO GAMA
8,ESCOLA CLASSE 302 NORTE
16,ESCOLA CLASSE 303 DE SAMAMBAIA
20,ESCOLA CLASSE 303 DE SAO SEBASTIAO
12,ESCOLA CLASSE 304 NORTE
12,ESCOLA CLASSE 304 SUL
10,ESCOLA CLASSE 305 SUL
10,ESCOLA CLASSE 308 SUL
30,Escola Classe 31 de Ceilândia
18,ESCOLA CLASSE 312 NORTE
12,ESCOLA CLASSE 314 SUL
18,ESCOLA CLASSE 316 SUL
16,ESCOLA CLASSE 317 DE SAMAMBAIA
16,ESCOLA CLASSE 318 DE SAMAMBAIA
26,ESCOLA CLASSE 325 DE SAMAMBAIA
25,ESCOLA CLASSE 33 DE CEILANDIA
27,ESCOLA CLASSE 34 DE CEILÂNDIA
31,ESCOLA CLASSE 35 DE CEILÂNDIA
28,ESCOLA CLASSE 36 DE CEILANDIA
33,ESCOLA CLASSE 38 DE CEILANDIA
19,ESCOLA CLASSE 39 DE CEILANDIA
14,ESCOLA CLASSE 39 DE TAGUATINGA
21,ESCOLA CLASSE 40 DE CEILANDIA
29,ESCOLA CLASSE 401 DO RECANTO DAS EMAS
25,ESCOLA CLASSE 403 DE SAMAMBAIA
13,ESCOLA CLASSE 403 NORTE
13,ESCOLA CLASSE 404 DO RECANTO DAS EMAS
12,ESCOLA CLASSE 405 NORTE
15,ESCOLA CLASSE 407 NORTE
16,ESCOLA CLASSE 41 DE TAGUATINGA
24,ESCOLA CLASSE 410 DE SAMAMBAIA
9,ESCOLA CLASSE 410 SUL
8,ESCOLA CLASSE 411 NORTE
14,ESCOLA CLASSE 413 SUL
19,ESCOLA CLASSE 415 DE SAMAMBAIA
14,ESCOLA CLASSE 415 NORTE
14,ESCOLA CLASSE 416 SUL
36,ESCOLA CLASSE 419 DE SAMAMBAIA
24,ESCOLA CLASSE 42 DE TAGUATINGA
9,ESCOLA CLASSE 425 DE SAMAMBAIA
22,ESCOLA CLASSE 43 DE CEILÂNDIA
19,ESCOLA CLASSE 431 DE SAMAMBAIA
27,ESCOLA CLASSE 45 DE CEILANDIA
14,ESCOLA CLASSE 45 DE TAGUATINGA
21,ESCOLA CLASSE 46 DE CEILÂNDIA
